s3_path,bucket,key,region,url,delete_marker_version_id,delete_marker_last_modified,delete_marker_is_latest,action
s3://miu-documentos/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_996730_leer5RESUMENElProyectodelGenomaHumano.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_996730_leer5RESUMENElProyectodelGenomaHumano.docx,us-west-2,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_996730_leer5RESUMENElProyectodelGenomaHumano.docx,456nxDCrrwmPOVOcBLTIDC7EliNSNLvx,2025-12-28 02:19:34+00:00,True,RESTORED
s3://miu-documentos/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996130_Evolucindelasideassurgimientodelliberalismo.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996130_Evolucindelasideassurgimientodelliberalismo.pptx,us-west-2,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996130_Evolucindelasideassurgimientodelliberalismo.pptx,a1dwo83rDE7IgEJEXAoZKGRlvuBq6yTD,2026-01-01 23:48:54+00:00,True,RESTORED
