s3_path,bucket,key,region,url,delete_marker_version_id,delete_marker_last_modified,delete_marker_is_latest,action
s3://miu-documentos/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996128__Acta_de_independencia_de_los_estados_unidos.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996128__Acta_de_independencia_de_los_estados_unidos.pdf,us-west-2,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996128__Acta_de_independencia_de_los_estados_unidos.pdf,PyXDoceBRUzWtn1Zy0ZaAalEqz7I1ZW2,2025-12-17 18:03:40+00:00,True,WOULD_RESTORE
s3://miu-documentos/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996129_captulo1ElliberalismoenGuatemalaCastellanos.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996129_captulo1ElliberalismoenGuatemalaCastellanos.pdf,us-west-2,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996129_captulo1ElliberalismoenGuatemalaCastellanos.pdf,jZvijoz3hI2qpIVaQB5k18NtQGX9sVEd,2025-12-17 18:10:10+00:00,True,WOULD_RESTORE
